id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat,grade
B0FFFHOB9F,[],环岛路黄厝塔头109号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门一里海客栈,"118.143117,24.435027",13306009945,118.143117,24.435027,5.9
B025004MOD,[],后坑前社185号(金尚中学对面),福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,[],湖里区,7天酒店(厦门金尚蔡塘地铁站店),"118.152654,24.492242",0592-5577757,118.152654,24.492242,4.9
B0FFG7929R,[],环岛路曾厝83号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门澜庭・设计民宿,"118.124413,24.426364",0592-2089766;13576567109;17306010892,118.124413,24.426364,7.1
B02500SYS9,[],华荣路26-8-9水上乐园对面,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],湖里区,厦门蓝月快捷酒店,"118.108853,24.505617",0592-5557366,118.108853,24.505617,6
B0FFFHOB9F,[],环岛路黄厝塔头109号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门一里海客栈,"118.143117,24.435027",13306009945,118.143117,24.435027,3.9
B025004MOD,[],后坑前社185号(金尚中学对面),福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,[],湖里区,7天酒店(厦门金尚蔡塘地铁站店),"118.152654,24.492242",0592-5577757,118.152654,24.492242,3.8
B0FFFS3THT,[],禾祥东路178号之9号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,厦门欣来宾馆,"118.115927,24.471501",0592-5818786,118.115927,24.471501,6.4
B02500QIE4,B0H3TSHOVP,莲前西路西林路56号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,324,思明区,厦门爱丁堡酒店,"118.140774,24.476998",0592-2331666;4008888846,118.140774,24.476998,3.2
B025003OOB,[],金尚路太微山庄759号二楼,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],湖里区,厦门玉龙酒店,"118.148527,24.503342",0592-5528266;0592-5529266,118.148527,24.503342,6.4
B02500S32U,[],汇文路51-53号(文灶地铁站2号口步行290米),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,爱丽丝酒店(厦门火车站店),"118.105771,24.467471","0592-5185050;0592-5186060;+862126137886,69139",118.105771,24.467471,8
B0FFKI3FWO,[],围里社546号围里斜坡,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],湖里区,时尚旅馆(厦门机场店),"118.144459,24.527542",18705926393,118.144459,24.527542,5
B0FFGRMITF,[],吕领路117号(厦门日报社正对面),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],湖里区,佳旗酒店(江头地铁站店),"118.135916,24.492653",0592-5563798;0592-5566798,118.135916,24.492653,8.8
B0FFIKF4KY,[],黄厝塔头路306号(近塔头水库),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,厦门燕栖民宿,"118.140480,24.433599","0592-2029599;+862126137886,4677254",118.14048,24.433599,6
B0FFI7UN3A,[],孙厝乐安东路20号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],集美区,厦门麻吉客栈,"118.100381,24.586067","0592-6060432;+862126137886,155569",118.100381,24.586067,7
B0FFL9PMUE,[],新店镇新兴街朝新路37号(建设银行旁),福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],翔安区,厦门一佳设计酒店,"118.245942,24.606158",0592-7828856,118.245942,24.606158,8.5
B0FFIIIX2Z,[],曾厝村上李社63号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门尚福缘民宿,"118.125278,24.437914","18150075163;+862126137886,4949764",118.125278,24.437914,6.4
B0FFFAGU9F,B0FFLFBWRR,曾厝社344号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,324,思明区,曾厝喻色度假别苑(文青路分店),"118.125519,24.429876","18050065799;+862126137886,3016575",118.125519,24.429876,4.9
B025001E5P,[],中山路444号(中山公园地铁站3A口步行450米),福建省,厦门市,住宿服务;宾馆酒店;三星级宾馆,100104,0,[],思明区,金后酒店,"118.085444,24.455774",0592-3996666,118.085444,24.455774,5
B0FFI7RFDP,B0FFFQXS4B,中山路219号(镇海路地铁站3A口步行440米),福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,202,思明区,花筑・厦门榭后酒店(中山路步行街店),"118.082369,24.454273",0592-2138888,118.082369,24.454273,7.3
B02500V8C9,[],银湖中路600号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],同安区,7天连锁酒店(厦门同安乐海广场方特店),"118.140236,24.725570",[],118.140236,24.72557,2.9
B0FFL0WQNO,[],曾厝社203号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,[],思明区,卡梅莉亚海景(曾厝)民宿(打渔巷分店),"118.126353,24.425374","13395996219;+862126137886,43068",118.126353,24.425374,7
B0FFGE4NW9,[],镇邦路102号,福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,[],思明区,诺一酒店(厦门中山路店),"118.075978,24.455157",0592-2112202;18405004333,118.075978,24.455157,8.7
B0FFGIHD3P,[],仓里路11号附近,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门阳光海韵精品客栈,"118.116603,24.430014",18559294518,118.116603,24.430014,4.3
B025004LOY,B0FFH1LHE8,演武路15-69号大学城B栋3层(近厦门大学正门),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,202,思明区,厦门欣万亨酒店,"118.092680,24.436284",0592-2088660;0592-2575030;15359219261,118.09268,24.436284,9
B0250040V5,[],金尚路137号(后埔地铁站1号口步行50米),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],湖里区,厦门来君宾馆,"118.145749,24.490784",0592-5239341;0592-5520827,118.145749,24.490784,4
B0FFF3ITMA,[],诚毅学院长廊旁,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],集美区,厦门浪漫小筑客栈,"118.095590,24.588571","15105956033;+862126137886,17167387",118.09559,24.588571,4.7
B0FFLM7VN1,[],黄厝塔头中路464号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门观海墅客栈,"118.143966,24.435133",13290937920;17750653159,118.143966,24.435133,5
B0250043TQ,[],虎园路6号,福建省,厦门市,住宿服务;宾馆酒店;四星级宾馆|餐饮服务;餐饮相关场所;餐饮相关,100103|050000,0,[],思明区,白鹭宾馆,"118.091858,24.454510",0592-2057215;0592-2052222,118.091858,24.45451,8
B0GR9HQQ1K,[],"曾厝263号,近曾厝警务室",福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门心语星苑民宿,"118.126441,24.426982",17720863420,118.126441,24.426982,5
B02500SYMB,[],南山路136号之7号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],湖里区,厦门君悦豪酒店,"118.110018,24.503153",0592-5661238;0592-5673456,118.110018,24.503153,9
B025000E35,[],禾祥西路80号(光华大厦旁),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,美仑皓晖酒店,"118.088338,24.464963",0592-2220888,118.088338,24.464963,5
B0FFHO264I,[],厦禾路244号(大同小学对面),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,庭苑酒店(厦门中山路轮渡店),"118.078217,24.459553",0592-6030786,118.078217,24.459553,7.5
B0H19GJLRB,[],滨海街道曾厝后厝号133号厦大学生公寓旁,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],思明区,厦门小海丫民宿,"118.117559,24.436936","18750241833;+862126137886,15666415",118.117559,24.436936,8
B0FFF00W4D,[],孙坂南路62号之3号,福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,[],集美区,锦江之星(厦门北站嘉庚体育馆店),"118.101003,24.593788",[],118.101003,24.593788,4.4
B0FFIE3ERS,[],曾厝东宅58号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],思明区,厦门解忧旅舍,"118.118545,24.437983",18150072530,118.118545,24.437983,2.3
B0FFIRZ34B,[],滨海街道黄厝村黄厝社81号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门海明悦民宿,"118.157348,24.444053","18030288358;+862126137886,131680",118.157348,24.444053,0.5
B0FFLNVP7I,[],曾厝上里25号(近龙虎山路),福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,[],思明区,厦门DORY朵云民宿,"118.124528,24.436853",13124080059,118.124528,24.436853,3.5
B02500QEYN,[],"集源路28号,集美区长途汽车站旁",福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,[],集美区,汉庭酒店(厦门集美区政府店),"118.097864,24.574081",0592-6199111,118.097864,24.574081,5.7
B0FFHWN7ZT,[],翁角路616号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],海沧区,厦门尚德荣酒店,"118.011000,24.523964",0592-6197887;0592-6197888,118.011,24.523964,7.3
B0FFJQ567H,B0FFLFBWRR,曾厝村曾厝社518号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,324,思明区,厦门一格・眠宿海景民宿(曾厝店),"118.125419,24.428073",18120730580,118.125419,24.428073,9.8
B0250041YN,[],后滨路7-9号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,1,[],思明区,青年阳光S酒店旗舰店(中山路店),"118.098490,24.465534",0592-2033456;0592-8068777;18059896101,118.09849,24.465534,8.2
B0FFLBXZ6Z,[],曾厝西里118号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,鹭岛・云栖设计民宿(厦门大学环岛路店),"118.116013,24.435127",13313852270,118.116013,24.435127,6
B0FFF3LXP1,[],曾厝北二路128号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,心灵港湾客栈,"118.116412,24.435922",18059210337,118.116412,24.435922,4.6
B025003ZWR,[],后埭溪路126号(文灶地铁站2号口步行450米),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,厦门利锦酒店,"118.107364,24.468482","18965136212;+862126137886,17846845",118.107364,24.468482,9
B0FFLNRN6P,[],曾厝后厝120号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,1,[],思明区,半山伴宿(厦门大学店),"118.115001,24.437512",18030218990,118.115001,24.437512,4.5
B025004BBN,[],莲花路口地铁站3号口步行200米,福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,1,[],思明区,如家酒店・neo(厦门莲花路口地铁站店),"118.121802,24.485357",0592-5620999,118.121802,24.485357,7
B025003YD8,B025003MGX,华昌路135号龙洲大厦1-6层,福建省,厦门市,住宿服务;宾馆酒店;三星级宾馆,100104,0,202,湖里区,龙洲主题酒店(厦门高崎机场店),"118.097737,24.514433",0592-6035123;13159314599,118.097737,24.514433,6
B0250046QL,B025003YN2,"鼓浪屿复兴路59号(毓园北侧,步行约100米)",福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,302,思明区,鼓浪屿缘中园休闲度假别墅,"118.073773,24.442022",0592-2576288;18030231514;18606099155,118.073773,24.442022,4.4
B0FFIP0O8G,[],曾厝北路126号-1,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],思明区,厦大隐居民宿,"118.119117,24.432274",0592-5770203;13860424000;17706008834,118.119117,24.432274,4.6
B0G2AU4HBY,B025002KE5,禾祥东路108号鸿运大厦6-9层,福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,1,202,思明区,如家酒店・neo(厦门火车站万象城湖滨东路地铁站店),"118.113944,24.471474",0592-5180000,118.113944,24.471474,6.6
B0FFJM468Q,B0FFGJYABP,霞溪路100号名汇广场,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,202,思明区,伊禾酒店(厦门中山路步行街店),"118.082183,24.455741","0592-2288186;+862126137886,1857221",118.082183,24.455741,8.8
B0FFKR1BPT,[],中山街曾厝埯社100号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门泊心客栈,"118.124765,24.427171","18020757312;18950060052;+862126137886,4818472",118.124765,24.427171,6
B0FFIK4YCR,[],仙岳路4672号万达SOHO公寓B1栋,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],湖里区,厦门人来人往酒店式公寓,"118.179873,24.503304","18759213648;+862126137886,4353973",118.179873,24.503304,5.9
B0G0498S0M,[],新店街道福祥路20号2-3、5、7层,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],翔安区,厦门5・季商务公寓(南洋职业学院店),"118.246800,24.602995",18030102039,118.2468,24.602995,3.5
B0FFJSCAB7,B025003EVC,[],福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,202,湖里区,7天优品酒店(厦门机场殿前店),"118.105960,24.527403",0592-5901777,118.10596,24.527403,5
B025004C3R,B025003YN2,鼓声路12号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,1,302,思明区,鼓浪屿七里香舍海景民宿,"118.061201,24.442186",0592-2061266;19906045115,118.061201,24.442186,8.7
B0HBKUQM2X,B0FFHTZM64,龙头路193号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,324,思明区,鼓浪屿天长地久影宿,"118.069912,24.444938",13959240899,118.069912,24.444938,7.4
B0FFKU4MM3,[],曾厝北路353号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门闲庭・海景设计师美墅,"118.124464,24.429211","0592-2082677;18030262956;+862126137886,6297292",118.124464,24.429211,5.6
B0FFF4B6MF,[],何山埔里34号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],集美区,厦门罗蔓小栈,"118.090654,24.628027","15060726443;+862126137886,2975562",118.090654,24.628027,8
B0FFGHMTTK,[],曾厝北二路后厝45号之1号,福建省,厦门市,住宿服务;旅馆招待所;青年旅舍,100201,0,[],思明区,厦门前田青年旅舍,"118.117078,24.436488",0592-2096766,118.117078,24.436488,5
B0FFLLBXJ9,[],鼓声路8号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,鼓浪屿悠然别苑度假酒店,"118.062366,24.442733",18030085837,118.062366,24.442733,8.6
B02500T4W7,[],中山路95号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],同安区,厦门同缘宾馆,"118.149435,24.732246",0592-7025995;13666052444,118.149435,24.732246,4.6
B0FFGF0QI7,B025003YN2,内厝澳路190号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,302,思明区,鼓浪屿花与叶旅馆,"118.064023,24.446052",13505073746;13696988518,118.064023,24.446052,3.9
B0FFHC4JNG,[],禾祥西路美仁新村二号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,浪漫都市连锁酒店(厦门中山路店),"118.089378,24.465751",0592-2203366,118.089378,24.465751,1.9
B0FFI8PQRK,[],嵩屿社5号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],海沧区,厦门遇美・泊屿海湾度假别墅,"118.043973,24.452868",0592-8882880,118.043973,24.452868,6.7
B0FFIGEZX7,[],环岛路黄厝社32号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],思明区,厦门凡宿度假旅馆(环岛海景店),"118.157402,24.442575",15359113140,118.157402,24.442575,4.4
B0250040T1,B0FFH0P2U2,金尚路119号(后埔地铁站1号口步行70米),福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,324,湖里区,厦门舒馨友酒店,"118.145288,24.490437",0592-5287358,118.145288,24.490437,4
B0FFFEB8UM,B0FFFY2WC2,天马路303号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,324,集美区,厦门华濠四季酒店,"118.086129,24.632752",0592-6265526;0592-6290700,118.086129,24.632752,3.7
B025001AEA,[],湖滨中路11-1号(文灶地铁站6号口步行80米),福建省,厦门市,住宿服务;宾馆酒店;四星级宾馆,100103,0,[],思明区,金悦酒店,"118.102846,24.468526",0592-2065888,118.102846,24.468526,5.8
B025003DHP,[],大同街道凤山路凤山二里127-129号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],同安区,花筑・厦门锐枫酒店(同安影视城方特店),"118.165764,24.721761","0592-7133338;+862126137886,8102844",118.165764,24.721761,5.8
B02500S3P3,[],莲岳路14号(莲花路口地铁站1B口步行200米),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,夏商・怡庭商务酒店(厦门莲花路口地铁站店),"118.120415,24.484226",0592-2923338;0592-2987333,118.120415,24.484226,5
B0FFHICQOP,[],银江路122号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],集美区,非繁・戴曼斯酒店(厦门集美学村店),"118.097400,24.577105",0592-6217879,118.0974,24.577105,7
B02500W4OY,[],黄厝塔头97号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门艾尚97主题驿站,"118.143883,24.435403",0592-2089618;15880210069,118.143883,24.435403,3.6
B0FFM1ET3U,B025003IUP,中山路布袋街4号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,1,324,思明区,花筑・心怡酒店(厦门中山路步行街店),"118.077076,24.453801",0592-2121368,118.077076,24.453801,4.9
B0FFGH2F9D,B0H6LZDZGC,湖滨南248号之11(近中山路),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,324,思明区,厦门喜多屋酒店,"118.105033,24.471331",0592-6255320,118.105033,24.471331,7.7
B025002MXR,B025002MXQ,莲前西路2号莲富大厦1楼(近厦禾路),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,202,思明区,厦门莲富商务酒店,"118.121947,24.476232",0592-3152888;0592-5838368,118.121947,24.476232,7
B0FFFQTM3Q,[],新华路30号,福建省,厦门市,住宿服务;宾馆酒店;经济型连锁酒店,100105,0,[],思明区,汉庭酒店(厦门中山路步行街店),"118.084182,24.456916",0592-2222822,118.084182,24.456916,9
B02500VS7S,[],翔安新店新莲路94-98号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],翔安区,宸欣如意客房(厦门新店镇华天涉外职业技术学院店),"118.249387,24.610098",0592-7621101;13395055579,118.249387,24.610098,3.3
B0FFM8TS84,[],鼓浪屿复兴路7号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,鼓浪屿梵汐别墅酒店,"118.074415,24.443352",0592-2062098;18059828337,118.074415,24.443352,6.7
B02500V4EW,[],县后东二里5号,福建省,厦门市,住宿服务;宾馆酒店;四星级宾馆,100103,0,[],湖里区,晶珑大酒店,"118.152590,24.528801",0592-5563111,118.15259,24.528801,4.1
B0IA3KB6NU,[],嵩屿街道贞庵村社9号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,1,[],海沧区,厦门嵩景海景酒店,"118.043674,24.452662",18965178123,118.043674,24.452662,5.6
B0FFJ7WAVY,B0IRFS8M1W,杏林湾路96号万科云城12栋,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,202,集美区,斯维登度假公寓(厦门北站华侨大学店),"118.079970,24.606169",13400735009,118.07997,24.606169,9.3
B0FFMDDP31,[],福祥路24号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,[],翔安区,厦门日出创艺酒店,"118.246273,24.603486",15359213657;18020763020,118.246273,24.603486,3.5
B02500UTXI,[],兴港路1981号(海沧公路局站),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],海沧区,886精品酒店(海沧区政府店),"118.027631,24.481530",0592-6513886,118.027631,24.48153,4.2
B0G1APYIWV,[],马巷镇大路沟123-2,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,[],翔安区,厦门安逸居公寓(马巷镇巷北工业区店),"118.251738,24.669716",19859220842,118.251738,24.669716,3.9
B02500USNZ,[],同集南路41号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],集美区,心远酒店(厦门集美大学店),"118.100259,24.584718",0592-6151010,118.100259,24.584718,8
B0FFJ054Y7,[],后溪镇后埯村田厝田南2-1,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,[],集美区,厦门北站和福客栈,"118.065912,24.626789",0592-6261285;15359023660,118.065912,24.626789,5.6
B0FFH29XWL,B02500S97U,大同路10号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,324,思明区,厦门爱尚优驿酒店,"118.074740,24.455253","0592-2020799;0592-3332999;+862126137886,15977611",118.07474,24.455253,8.3
B0FFFA69B0,B0FFFORXYZ,海凤路105号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,202,集美区,厦门爱筑商旅酒店(嘉庚体育馆集美学村店),"118.111025,24.593458",0592-7791666;4006341314,118.111025,24.593458,6.5
B0FFKZNUFP,[],环岛干道曾厝埯后厝社1号,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],思明区,ACE・海岸民宿(厦大曾厝店),"118.118532,24.436592",13055213885,118.118532,24.436592,5.1
B0FFHO7KZC,[],曾厝旗杆内街229号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],思明区,厦门慢生活・新宿别院(环岛路音乐广场店),"118.127120,24.426080",0592-2515828;18120723577,118.12712,24.42608,6.3
B0FFF5YAOF,[],天马路岩内埔中央里71-3号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,1,[],集美区,狗窝主题客栈(厦门北站店),"118.087829,24.634743",13023975523,118.087829,24.634743,6.2
B0FFGH6AHP,B0FFGB4F0A,"万达广场D4栋17楼,近高林中路",福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,202,湖里区,厦门天天如家酒店公寓,"118.179459,24.501972",18506924630,118.179459,24.501972,5
B0FFHOG28Q,[],环岛南路2687-23,福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所,100000|080500,1,[],思明区,厦门枫丹白露宫海景度假庄园,"118.136387,24.428637",15160007908,118.136387,24.428637,5.1
B02500QI3R,[],环城北路6号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,[],同安区,厦门同呈旅馆,"118.142471,24.731019",0592-7152555,118.142471,24.731019,4
B0FFIKRCEU,[],"吕岭路221号金岭花园2层,近成功大道",福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,0,[],湖里区,厦门八八精品酒店,"118.140562,24.492091",0592-5530861,118.140562,24.492091,7.2
B0FFHOHPKX,[],环岛路曾厝145号(近教堂、小吃街),福建省,厦门市,住宿服务;住宿服务相关;住宿服务相关,100000,1,[],思明区,茶缘居民宿(中山街分店),"118.124976,24.427078",0592-2099625;18850502600,118.124976,24.427078,4.5
B025004RL0,B02500QJHL,厦禾路1130号之5号京华大厦18层,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,202,思明区,厦门恩粉酒店,"118.121101,24.473745",0592-7708333,118.121101,24.473745,5
B025003ZBU,[],禾祥东路186号(厦门火车站地铁站6号口步行360米),福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],思明区,厦门欣祺升商务宾馆,"118.116462,24.471484",0592-5819579,118.116462,24.471484,4.87
B0FFHFS0U6,B0FFKJKW71,环岛东路观音山商业街2号B1栋,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,324,思明区,厦门米欧海景酒店,"118.198227,24.491235",0592-8363666,118.198227,24.491235,3.57
B0FFIXLWFU,B025003YN2,福建路53号,福建省,厦门市,住宿服务;旅馆招待所;旅馆招待所,100200,0,302,思明区,鼓浪屿彼岸拾光旅馆,"118.071496,24.443733",0592-2561979;18120729098;18850168538,118.071496,24.443733,7
B0FFFGT8T0,[],环城北路365-387号,福建省,厦门市,住宿服务;宾馆酒店;宾馆酒店,100100,0,[],同安区,浪漫都市酒店,"118.148937,24.736164",0592-7222211,118.148937,24.736164,6
